img,class,xmin,xmax,ymin,ymax
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame227.txt,12,177,311,185,266
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame227.txt,12,242,322,249,291
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame228.txt,12,171,297,175,257
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame229.txt,12,160,272,164,246
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame23.txt,6,2,76,17,98
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame23.txt,9,162,262,51,105
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame23.txt,9,322,424,89,146
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame23.txt,13,168,228,111,171
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame23.txt,12,48,100,126,162
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame23.txt,8,312,346,38,78
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame23.txt,8,504,588,1,131
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame230.txt,12,160,264,164,246
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame230.txt,13,96,152,20,77
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame231.txt,12,150,264,149,230
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame231.txt,13,100,174,29,92
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame232.txt,12,142,232,140,222
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame232.txt,13,110,184,41,104
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame233.txt,12,138,218,137,218
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame233.txt,13,117,191,41,104
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame234.txt,12,128,210,126,212
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame234.txt,13,117,203,46,112
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame235.txt,12,129,179,126,212
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame235.txt,13,135,213,59,121
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame236.txt,13,138,220,57,123
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame237.txt,13,162,226,69,129
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame238.txt,12,86,170,108,216
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame239.txt,12,81,179,116,216
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame239.txt,12,18,86,79,131
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame24.txt,9,144,240,50,95
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame24.txt,9,297,399,77,134
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame24.txt,8,306,350,35,68
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame24.txt,13,156,216,99,159
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame24.txt,12,32,84,118,154
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame240.txt,12,68,184,120,222
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame240.txt,12,28,96,89,140
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame240.txt,13,155,209,11,80
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame241.txt,12,68,194,123,225
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame241.txt,12,36,104,98,150
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame242.txt,12,68,194,123,225
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame242.txt,12,36,104,98,150
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame243.txt,12,46,204,124,226
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame243.txt,12,55,105,108,150
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame244.txt,12,46,204,124,226
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame245.txt,12,46,214,130,232
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame245.txt,12,60,112,104,149
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame246.txt,12,58,226,130,232
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame246.txt,12,64,116,107,151
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame247.txt,12,79,229,136,238
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame248.txt,12,95,233,141,243
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame249.txt,12,118,242,140,257
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame25.txt,9,126,222,44,89
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame25.txt,9,286,374,67,125
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame25.txt,13,148,208,90,150
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame250.txt,12,148,246,156,272
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame251.txt,12,166,246,162,278
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame252.txt,12,216,260,189,297
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame255.txt,8,553,599,235,275
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame255.txt,12,201,307,219,321
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame256.txt,12,182,298,226,328
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame256.txt,8,560,606,239,278
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame257.txt,12,182,310,226,328
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame257.txt,8,560,606,239,278
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame258.txt,12,154,338,216,318
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame259.txt,12,125,323,209,319
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame260.txt,12,110,298,206,317
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame260.txt,13,8,92,60,144
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame261.txt,12,81,283,173,290
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame261.txt,13,8,92,60,144
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame262.txt,12,62,252,156,270
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame262.txt,6,100,176,116,162
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame264.txt,12,26,186,126,242
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame266.txt,12,28,118,80,185
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame267.txt,12,24,98,62,167
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame267.txt,13,101,179,111,177
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame268.txt,12,12,90,60,152
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame268.txt,13,123,189,113,175
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame269.txt,12,7,109,55,149
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame269.txt,13,129,195,113,175
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame270.txt,12,7,133,49,143
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame271.txt,12,5,131,41,145
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame272.txt,13,137,207,112,178
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame273.txt,13,112,202,105,177
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame274.txt,13,95,185,96,168
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame29.txt,9,75,165,26,71
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame29.txt,8,149,203,21,75
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame29.txt,9,259,325,28,82
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame29.txt,12,6,76,74,173
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame29.txt,8,252,286,173,218
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame3.txt,8,67,113,85,149
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame3.txt,1,214,286,180,252
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame3.txt,13,424,488,197,260
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame3.txt,8,572,634,254,329
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame30.txt,9,59,149,17,61
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame30.txt,8,158,212,30,84
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame30.txt,9,232,298,12,60
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame30.txt,12,6,98,74,173
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame30.txt,8,259,293,185,224
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame31.txt,12,6,116,74,173
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame31.txt,9,48,132,8,53
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame31.txt,9,261,327,10,58
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame31.txt,8,169,223,39,93
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame31.txt,8,268,302,191,230
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame32.txt,12,6,124,75,177
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame32.txt,13,129,171,78,134
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame32.txt,8,180,230,51,105
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame32.txt,9,268,340,10,58
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame32.txt,8,268,302,191,230
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame33.txt,12,6,134,82,184
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame33.txt,13,117,183,77,133
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame33.txt,8,187,237,58,112
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame33.txt,9,296,368,16,64
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame33.txt,8,279,313,193,233
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame34.txt,12,6,142,82,196
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame34.txt,13,117,183,77,145
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame34.txt,8,199,249,69,123
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame34.txt,9,326,400,17,68
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame34.txt,8,280,314,194,234
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame34.txt,9,505,631,2,65
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame35.txt,12,6,142,82,196
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame35.txt,13,117,183,77,145
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame35.txt,8,202,252,80,125
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame35.txt,9,342,416,20,72
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame35.txt,9,468,622,2,53
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame35.txt,8,280,314,200,234
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame39.txt,8,70,178,137,247
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame39.txt,13,124,176,82,142
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame39.txt,8,264,316,119,157
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame39.txt,8,491,573,42,108
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame4.txt,13,421,491,198,246
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame4.txt,8,62,108,97,161
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame4.txt,1,202,278,203,266
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame4.txt,8,600,636,289,359
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame40.txt,8,90,192,150,260
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame40.txt,13,106,168,58,130
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame40.txt,8,284,336,132,170
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame40.txt,8,538,620,45,111
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame41.txt,8,101,199,157,275
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame41.txt,13,94,168,36,120
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame41.txt,8,294,346,143,181
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame41.txt,8,565,639,52,118
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame41.txt,12,252,302,252,290
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame42.txt,13,77,151,12,96
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame42.txt,8,134,198,176,294
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame42.txt,8,316,368,157,203
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame43.txt,12,256,304,217,275
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame44.txt,12,234,322,198,288
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame44.txt,12,157,207,230,342
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame45.txt,12,238,374,206,305
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame45.txt,12,139,209,228,378
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame46.txt,12,106,254,235,389
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame46.txt,12,290,398,225,315
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame47.txt,12,106,254,235,389
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame47.txt,12,313,403,228,318
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame48.txt,12,108,300,216,392
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame48.txt,12,356,414,241,317
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame49.txt,12,152,324,224,396
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame49.txt,12,376,434,247,323
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame5.txt,13,431,493,198,246
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame5.txt,12,258,320,212,275
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame5.txt,8,70,114,107,158
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame5.txt,9,540,636,2,71
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame50.txt,12,196,338,242,395
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame50.txt,12,376,434,247,323
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame50.txt,8,244,284,212,269
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame51.txt,12,264,370,260,390
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame51.txt,12,377,447,242,318
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame51.txt,8,244,284,212,269
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame51.txt,13,74,154,51,123
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame52.txt,12,312,396,262,382
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame52.txt,12,364,472,233,308
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame52.txt,8,228,288,215,271
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame52.txt,13,68,148,84,152
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame53.txt,12,344,402,274,376
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame53.txt,12,364,472,233,308
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame53.txt,13,62,142,96,164
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame53.txt,8,225,287,221,277
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame54.txt,13,74,138,113,181
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame54.txt,8,206,282,228,276
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame54.txt,12,370,414,282,368
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame54.txt,12,354,454,221,290
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame55.txt,12,346,430,217,287
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame55.txt,12,369,423,267,369
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame56.txt,12,346,426,217,287
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame56.txt,12,358,434,267,369
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame57.txt,12,342,414,215,284
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame57.txt,12,350,450,258,348
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame57.txt,8,582,634,314,371
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame58.txt,12,342,382,221,272
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame58.txt,12,342,442,242,347
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame58.txt,8,568,620,306,362
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame58.txt,8,272,316,56,90
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame59.txt,12,340,440,239,343
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame59.txt,8,268,312,62,96
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame59.txt,8,554,606,302,359
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame6.txt,8,64,108,101,152
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame6.txt,12,247,321,225,285
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame6.txt,8,366,430,129,225
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame6.txt,13,436,488,193,251
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame6.txt,9,480,624,0,60
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame60.txt,12,328,424,224,329
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame60.txt,8,543,581,302,354
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame60.txt,8,268,312,73,107
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame61.txt,12,312,408,240,318
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame61.txt,12,49,111,107,151
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame62.txt,12,300,396,228,308
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame62.txt,8,524,562,299,350
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame62.txt,12,50,112,107,151
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame63.txt,12,284,380,212,311
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame64.txt,12,270,366,206,305
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame64.txt,8,513,559,296,348
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame65.txt,12,260,356,206,305
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame65.txt,8,520,558,296,348
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame66.txt,12,236,332,206,305
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame66.txt,12,316,368,208,280
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame67.txt,12,216,332,188,287
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame67.txt,12,304,372,214,280
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame67.txt,8,506,558,309,351
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame68.txt,12,208,324,192,290
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame68.txt,12,304,372,214,280
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame68.txt,8,506,558,309,351
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame69.txt,12,192,304,170,269
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame69.txt,12,320,366,219,285
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame7.txt,13,464,502,192,236
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame7.txt,13,58,104,85,137
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame7.txt,9,418,594,0,48
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame7.txt,12,241,307,242,293
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame70.txt,12,178,266,155,253
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame70.txt,12,81,147,107,146
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame71.txt,12,81,147,107,146
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame71.txt,12,164,252,149,247
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame72.txt,12,72,138,107,146
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame72.txt,12,150,238,129,219
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame72.txt,8,554,610,323,367
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame73.txt,12,67,133,107,146
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame73.txt,12,138,206,123,207
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame73.txt,8,561,623,320,365
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame74.txt,12,61,127,110,150
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame74.txt,12,133,191,112,196
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame74.txt,12,291,353,207,273
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame74.txt,8,561,623,314,359
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame75.txt,12,60,114,110,150
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame75.txt,12,126,168,102,192
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame75.txt,12,276,352,207,273
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame75.txt,8,568,630,308,353
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame76.txt,12,53,107,110,150
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame76.txt,12,120,162,105,195
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame76.txt,12,282,336,210,264
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame76.txt,8,578,630,305,349
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame77.txt,12,52,100,110,150
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame77.txt,12,120,160,104,191
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame77.txt,12,280,320,208,256
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame77.txt,8,578,630,296,341
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame78.txt,12,117,171,97,191
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame78.txt,13,128,180,24,66
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame78.txt,8,578,630,296,341
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame79.txt,12,116,180,97,191
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame79.txt,13,138,190,28,70
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame79.txt,8,582,630,296,341
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame8.txt,13,56,106,77,133
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame8.txt,13,452,514,191,241
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame8.txt,9,400,572,1,41
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame8.txt,12,138,178,143,224
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame80.txt,12,116,180,97,191
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame80.txt,13,152,196,30,72
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame80.txt,12,272,322,196,256
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame80.txt,8,582,630,294,338
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame80.txt,13,192,222,162,198
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame81.txt,12,116,188,97,203
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame81.txt,12,264,336,197,260
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame82.txt,12,116,188,103,209
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame82.txt,12,264,336,205,269
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame83.txt,12,116,188,103,209
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame83.txt,12,264,336,205,269
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame84.txt,12,128,196,115,221
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame84.txt,12,286,328,218,281
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame85.txt,12,140,208,122,228
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame85.txt,12,286,328,228,282
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame86.txt,12,142,210,133,239
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame86.txt,12,286,322,228,282
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame87.txt,12,154,210,134,240
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame87.txt,12,274,322,231,285
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame88.txt,12,166,206,149,247
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame88.txt,12,262,312,237,291
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame88.txt,13,468,516,260,318
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame89.txt,12,252,318,237,291
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame89.txt,13,462,510,265,323
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame9.txt,9,379,537,0,38
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame9.txt,13,470,538,210,266
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame9.txt,12,140,208,146,222
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame90.txt,12,245,319,237,291
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame90.txt,13,440,498,263,320
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame91.txt,12,239,309,246,290
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame91.txt,13,422,496,263,325
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame92.txt,12,163,201,170,251
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame92.txt,13,422,496,263,325
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame93.txt,12,162,222,170,264
390b3133d417e8660afd01c18abd1a19#201102271650_s10_9_frame93.txt,13,406,480,263,325
