,img,class,cls_conf,obj_conf,xmin,xmax,ymin,ymax,iou,label
416,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame574.txt,0,0.60525,0.607488,115,238,5,112,0.8627335299901671,-1.0
417,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame575.txt,0,0.595002,0.597233,117,239,5,112,0.8557194362504096,-1.0
418,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame577.txt,4,0.27666,0.38153,114,244,8,108,0.8276564589036735,-1.0
419,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame578.txt,4,0.278598,0.392458,114,244,8,108,0.8276564589036735,-1.0
420,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame579.txt,4,0.278598,0.392458,114,244,8,108,0.8276564589036735,-1.0
421,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame584.txt,3,0.355622,0.362422,117,248,3,111,0.8459698636689787,-1.0
422,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame585.txt,3,0.370094,0.376227,116,248,3,110,0.8445348002870127,-1.0
423,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame586.txt,3,0.370094,0.376227,116,248,3,110,0.8445348002870127,-1.0
424,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame587.txt,3,0.370094,0.376227,116,248,3,110,0.8445348002870127,-1.0
425,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame588.txt,3,0.453942,0.459237,123,241,5,102,0.7411292411292411,-1.0
426,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame589.txt,3,0.404648,0.419388,121,243,6,102,0.7583527583527583,-1.0
427,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame590.txt,3,0.404292,0.417356,121,243,6,102,0.7583527583527583,-1.0
428,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame598.txt,0,0.658851,0.663014,124,232,2,110,0.8742623694961416,-1.0
429,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame599.txt,0,0.674447,0.677499,123,233,0,110,0.8760232177407351,-1.0
430,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame6.txt,0,0.646063,0.648897,11,85,173,256,0.7197338111082672,0.0
431,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame600.txt,0,0.672659,0.674676,123,233,0,113,0.8997322225528115,-1.0
432,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame601.txt,0,0.704662,0.706866,122,231,1,113,0.9311975591151791,-1.0
433,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame602.txt,0,0.539567,0.542913,122,219,0,120,0.9003663587129658,-1.0
434,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame603.txt,0,0.394103,0.397033,120,217,0,123,0.9453886427708416,-1.0
435,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame604.txt,0,0.395355,0.398521,120,216,0,123,0.9357931201160072,-1.0
436,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame605.txt,0,0.353784,0.355226,121,208,0,129,0.7888479828194507,-1.0
437,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame606.txt,0,0.436505,0.43833,119,209,0,128,0.8040174138852821,-1.0
438,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame607.txt,0,0.517156,0.519389,119,209,1,131,0.7931138401265726,-1.0
439,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame608.txt,0,0.517156,0.519389,119,209,1,131,0.7931138401265726,-1.0
440,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame609.txt,0,0.588659,0.592033,111,205,8,128,0.7685794920037629,-1.0
441,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame610.txt,0,0.57275,0.576103,111,205,5,129,0.7815752679819791,-1.0
442,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame611.txt,0,0.575123,0.578348,111,205,5,129,0.7815752679819791,-1.0
443,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame612.txt,0,0.462757,0.466077,110,194,3,113,0.8372598767669444,-1.0
444,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame613.txt,0,0.553432,0.558891,95,198,13,130,0.8192595673876871,-1.0
445,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame614.txt,0,0.534261,0.539014,96,198,14,128,0.7906783187682063,-1.0
446,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame615.txt,0,0.549567,0.554372,96,198,12,129,0.8111480865224625,-1.0
447,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame616.txt,0,0.549361,0.554152,97,199,12,129,0.7965752011553537,-1.0
448,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame617.txt,0,0.60705,0.611033,91,193,19,128,0.7835095137420718,-1.0
449,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame618.txt,0,0.557309,0.560749,92,192,18,129,0.7822410147991542,-1.0
450,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame619.txt,0,0.554489,0.557782,91,193,18,129,0.7978858350951373,-1.0
451,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame620.txt,0,0.554489,0.557782,91,193,18,129,0.7978858350951373,-1.0
452,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame621.txt,0,0.554489,0.557782,91,193,18,129,0.7978858350951373,-1.0
453,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame622.txt,0,0.54538,0.548857,92,204,14,135,0.8459347488348006,-1.0
454,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame623.txt,0,0.458781,0.463161,91,205,15,135,0.8404009252120277,-1.0
455,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame624.txt,0,0.310883,0.313753,87,190,19,128,0.7502673082063619,-1.0
456,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame626.txt,0,0.494353,0.501023,92,208,32,143,0.8114955568160331,-1.0
457,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame627.txt,0,0.504264,0.518399,93,207,31,143,0.8046889771223292,-1.0
458,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame628.txt,0,0.587355,0.59314,92,208,28,143,0.8407386399445389,-1.0
459,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame629.txt,0,0.587741,0.593508,92,208,28,143,0.8407386399445389,-1.0
460,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame630.txt,0,0.548396,0.551357,106,218,32,143,0.7835129514085838,-1.0
461,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame631.txt,0,0.513137,0.516196,104,220,29,146,0.8283957518166573,-1.0
462,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame632.txt,0,0.559767,0.562869,104,220,29,146,0.8283957518166573,-1.0
463,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame633.txt,0,0.55956,0.562658,104,220,29,146,0.8283957518166573,-1.0
464,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame638.txt,3,0.302398,0.303149,26,71,13,55,0.8124999999999997,3.0
465,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame639.txt,3,0.266027,0.266684,27,71,14,56,0.7916666666666663,3.0
466,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame640.txt,3,0.294375,0.29507,27,71,14,56,0.7916666666666663,3.0
467,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame641.txt,3,0.294375,0.29507,27,71,14,56,0.7916666666666663,3.0
468,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame642.txt,3,0.294375,0.29507,27,71,14,56,0.7916666666666663,3.0
469,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame643.txt,0,0.413123,0.416618,144,269,48,165,0.7991061326091876,-1.0
470,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame643.txt,3,0.520856,0.528034,139,273,51,164,0.8670132871172732,-1.0
471,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame644.txt,0,0.512374,0.515816,141,269,47,165,0.8118545127974854,-1.0
472,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame644.txt,3,0.637993,0.655491,137,272,50,164,0.8812315868522904,-1.0
473,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame645.txt,0,0.485908,0.49044,140,269,48,165,0.8239317205516618,-1.0
474,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame645.txt,3,0.612354,0.623171,137,272,51,165,0.8666743092972601,-1.0
475,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame646.txt,0,0.485908,0.49044,140,269,48,165,0.8239317205516618,-1.0
476,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame646.txt,3,0.612354,0.623171,137,272,51,165,0.8666743092972601,-1.0
477,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame650.txt,3,0.253683,0.25428,39,93,20,64,0.8254716981132072,3.0
478,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame651.txt,3,0.359014,0.3597,40,93,19,65,0.805832693783576,3.0
479,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame652.txt,3,0.311819,0.312612,40,93,19,64,0.8225616921269092,3.0
480,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame653.txt,3,0.311819,0.312612,40,93,19,64,0.8225616921269092,3.0
481,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame667.txt,3,0.425914,0.441092,398,539,17,116,0.8101967131474103,-1.0
482,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame668.txt,3,0.481537,0.488255,399,538,18,116,0.8011028950996365,-1.0
483,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame669.txt,3,0.481535,0.488253,399,538,18,116,0.8011028950996365,-1.0
484,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame679.txt,3,0.260877,0.262275,266,318,62,95,0.8813559322033894,-4.0
485,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame680.txt,3,0.259784,0.26118,266,318,62,95,0.8813559322033894,-4.0
486,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame681.txt,3,0.259784,0.26118,266,318,62,95,0.8813559322033894,-4.0
487,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame682.txt,3,0.425143,0.427269,280,330,59,92,0.7019927536231881,-4.0
488,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame683.txt,3,0.599801,0.602492,280,330,59,92,0.7019927536231881,-4.0
489,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame684.txt,3,0.554042,0.556467,278,331,60,93,0.7013674459638286,-4.0
490,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame685.txt,3,0.558998,0.561474,277,331,60,93,0.7136563876651979,-4.0
491,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame686.txt,3,0.539129,0.541529,291,349,51,86,0.8294434470377017,-4.0
492,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame687.txt,3,0.601491,0.603791,292,349,53,86,0.8888888888888885,-4.0
493,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame688.txt,3,0.627358,0.629568,292,349,51,86,0.8426812585499313,-4.0
494,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame689.txt,3,0.627358,0.629568,292,349,51,86,0.8426812585499313,-4.0
495,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame690.txt,3,0.55407,0.556611,310,366,50,83,0.8766603415559768,-4.0
496,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame691.txt,3,0.528105,0.530645,313,368,50,83,0.8610056925996201,-4.0
497,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame692.txt,3,0.509753,0.512159,312,368,49,82,0.8766603415559768,-4.0
498,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame693.txt,3,0.509753,0.512159,312,368,49,82,0.8766603415559768,-4.0
499,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame696.txt,3,0.32742,0.32904,85,136,35,69,0.8690095846645364,3.0
500,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame696.txt,3,0.469309,0.470091,341,404,39,75,0.9294532627865958,-4.0
501,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame697.txt,3,0.352532,0.35424,85,136,36,69,0.8447999999999996,3.0
502,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame697.txt,3,0.459367,0.460167,341,404,39,75,0.9294532627865958,-4.0
503,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame698.txt,3,0.36836,0.373697,363,417,35,69,0.7374449339207045,-4.0
504,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame698.txt,3,0.469633,0.471302,83,125,29,63,0.8384710234278664,3.0
505,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame699.txt,3,0.345145,0.350476,364,418,35,70,0.7203098106712562,-4.0
506,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame699.txt,3,0.597097,0.598794,81,123,29,63,0.764497041420118,3.0
507,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame7.txt,0,0.660706,0.663597,11,85,173,256,0.7197338111082672,0.0
508,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame700.txt,3,0.432386,0.437585,364,417,34,70,0.7310344827586204,-4.0
509,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame700.txt,3,0.665044,0.66668,81,123,29,63,0.764497041420118,3.0
510,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame701.txt,3,0.495013,0.497279,391,451,28,62,0.9677419354838706,-4.0
511,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame702.txt,3,0.507171,0.509426,391,451,28,61,0.9392789373814038,-4.0
512,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame703.txt,3,0.275269,0.277777,80,113,25,62,0.7290448343079917,3.0
513,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame703.txt,3,0.50719,0.509445,391,451,28,61,0.9392789373814038,-4.0
514,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame704.txt,3,0.275269,0.277777,80,113,25,62,0.7290448343079917,3.0
515,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame704.txt,3,0.50719,0.509445,391,451,28,61,0.9392789373814038,-4.0
516,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame705.txt,3,0.261685,0.262662,417,476,24,57,0.6490202818838087,-4.0
517,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame705.txt,3,0.286455,0.288815,80,114,19,58,0.7937743190661474,3.0
518,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame706.txt,3,0.360234,0.362988,80,114,19,58,0.7937743190661474,3.0
519,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame707.txt,3,0.360263,0.363018,80,114,19,58,0.7937743190661474,3.0
520,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame708.txt,3,0.30507,0.306531,412,477,23,58,0.7197986577181206,-4.0
521,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame708.txt,3,0.307805,0.310204,79,114,19,55,0.8305084745762706,3.0
522,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame709.txt,3,0.34702,0.348705,412,477,23,58,0.7197986577181206,-4.0
523,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame709.txt,3,0.435872,0.438638,79,113,20,55,0.8263888888888884,3.0
524,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame710.txt,3,0.258047,0.258661,76,113,15,51,0.947368421052631,3.0
528,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame8.txt,0,0.791648,0.792679,4,80,170,254,0.7575757575757575,0.0
529,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame815.txt,0,0.764443,0.769006,214,267,45,107,0.8729983434566536,0.0
530,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame816.txt,0,0.682469,0.686433,217,276,44,105,0.784510937892884,0.0
531,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame817.txt,0,0.691341,0.694902,216,273,44,106,0.8510134245854171,0.0
532,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame818.txt,0,0.691332,0.694894,216,273,44,106,0.8510134245854171,0.0
533,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame819.txt,0,0.536459,0.560301,228,273,41,108,0.7707993474714517,0.0
534,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame820.txt,0,0.2851,0.501234,228,273,42,108,0.7803468208092483,0.0
535,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame821.txt,0,0.250875,0.516747,228,273,42,108,0.7803468208092483,0.0
536,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame821.txt,3,0.292371,0.415719,226,274,45,108,0.864493996569468,0.0
537,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame822.txt,3,0.385803,0.388083,229,276,47,110,0.9351403678606,0.0
538,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame822.txt,0,0.394289,0.410871,230,274,43,110,0.8888888888888886,0.0
539,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame823.txt,0,0.426734,0.445544,230,274,43,110,0.8888888888888886,0.0
540,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame823.txt,3,0.489276,0.659099,226,275,44,110,0.8851473241130484,0.0
541,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame824.txt,0,0.426734,0.445544,230,274,43,110,0.8888888888888886,0.0
542,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame824.txt,3,0.489276,0.659099,226,275,44,110,0.8851473241130484,0.0
543,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame825.txt,0,0.426734,0.445544,230,274,43,110,0.8888888888888886,0.0
544,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame825.txt,3,0.489276,0.659099,226,275,44,110,0.8851473241130484,0.0
545,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame826.txt,3,0.572923,0.632628,239,282,51,111,0.8463251670378616,0.0
546,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame827.txt,3,0.585793,0.626967,239,281,51,110,0.8524714828897335,0.0
547,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame828.txt,3,0.285119,0.290232,239,282,52,109,0.8085106382978721,0.0
548,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame829.txt,3,0.301026,0.306194,239,282,52,109,0.8085106382978721,0.0
549,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame830.txt,3,0.633598,0.635,243,290,54,111,0.7197382769901851,0.0
550,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame831.txt,3,0.59346,0.595226,244,289,56,110,0.7659574468085104,0.0
551,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame832.txt,3,0.605482,0.607134,243,287,56,110,0.7826086956521736,0.0
552,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame833.txt,3,0.52462,0.526732,248,288,57,110,0.8427561837455827,0.0
553,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame834.txt,3,0.554601,0.557016,248,288,57,110,0.8427561837455827,0.0
554,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame835.txt,3,0.554601,0.557016,248,288,57,110,0.8427561837455827,0.0
555,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame876.txt,3,0.536957,0.543502,257,303,64,112,0.7553956834532372,3.0
556,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame877.txt,3,0.62648,0.633734,257,303,65,111,0.7842323651452279,3.0
557,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame879.txt,3,0.445777,0.447927,247,293,59,101,0.8640429338103753,3.0
558,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame880.txt,3,0.506766,0.508878,248,293,58,100,0.8088557650153438,3.0
559,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame881.txt,3,0.641472,0.643725,241,285,57,96,0.7365638766519821,3.0
560,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame882.txt,3,0.617642,0.620293,241,284,57,96,0.7201410312913175,3.0
561,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame883.txt,3,0.620294,0.622926,241,284,57,96,0.7201410312913175,3.0
562,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame884.txt,3,0.782851,0.784179,238,286,56,91,0.7692307692307689,3.0
563,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame885.txt,3,0.781961,0.783244,238,287,56,91,0.7852564102564099,3.0
564,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame886.txt,3,0.781961,0.783244,238,287,56,91,0.7852564102564099,3.0
565,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame887.txt,3,0.801249,0.80218,236,285,51,89,0.9743589743589739,3.0
566,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame888.txt,3,0.789455,0.79049,234,283,53,89,0.8532526475037817,3.0
567,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame889.txt,3,0.796499,0.797435,233,283,53,89,0.8380386329866266,3.0
568,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame9.txt,0,0.790812,0.791842,4,80,170,254,0.7575757575757575,0.0
569,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame972.txt,3,0.270465,0.271088,175,214,47,87,0.8499999999999995,3.0
570,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame972.txt,3,0.535982,0.540421,477,525,92,143,102.39999999999772,0.0
571,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame972.txt,0,0.800649,0.802275,238,286,121,196,1.2604501607717038,3.0
572,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame973.txt,3,0.53523,0.536019,174,215,48,87,0.7926768926274118,3.0
573,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame973.txt,3,0.588817,0.592226,476,524,92,143,66.43478260869469,0.0
574,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame973.txt,0,0.804598,0.806142,238,287,122,196,1.0733944954128436,3.0
575,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame974.txt,3,0.53545,0.536239,174,215,48,87,0.7926768926274118,3.0
576,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame974.txt,3,0.588803,0.592212,476,524,92,143,66.43478260869469,0.0
577,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame974.txt,0,0.804663,0.806215,238,287,122,196,1.0733944954128436,3.0
578,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame975.txt,3,0.406104,0.409859,178,215,48,87,0.8589812332439674,3.0
579,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame975.txt,3,0.440068,0.441255,489,524,95,140,20.086956521739033,0.0
580,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame975.txt,0,0.758903,0.76137,236,281,125,197,0.8457223001402522,3.0
581,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame976.txt,3,0.415397,0.419127,178,215,48,87,0.8589812332439674,3.0
582,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame976.txt,3,0.475201,0.476404,489,524,95,140,20.086956521739033,0.0
583,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame976.txt,0,0.720829,0.722891,236,282,126,195,0.8094420600858367,0.0
585,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame977.txt,0,0.547309,0.551456,235,277,123,198,1.5102249488752548,3.0
586,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame978.txt,3,0.39918,0.399613,339,381,108,141,72.16279069767273,3.0
587,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame978.txt,0,0.49963,0.504956,236,277,123,197,1.6054347826086948,3.0
588,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame979.txt,3,0.39918,0.399613,339,381,108,141,72.16279069767273,3.0
589,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame979.txt,0,0.49963,0.504956,236,277,123,197,1.6054347826086948,3.0
590,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame998.txt,0,0.516344,0.519547,178,228,124,205,0.8433506862281115,0.0
591,2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame999.txt,0,0.50556,0.509704,178,228,125,208,0.8238557558945907,0.0
592,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame207.txt,5,0.713944,0.726821,307,355,171,218,0.8083832335329338,5.0
593,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame208.txt,5,0.516246,0.529751,319,363,178,223,0.8953488372093019,5.0
594,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame209.txt,5,0.580571,0.583182,326,366,183,228,0.978260869565217,5.0
595,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame210.txt,7,0.373795,0.377523,5,63,85,165,2.2254853160776498,5.0
596,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame210.txt,5,0.550151,0.553119,328,369,185,227,0.8118006103763984,5.0
597,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame276.txt,8,0.730121,0.748451,251,355,245,323,0.7564792176039119,8.0
598,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame276.txt,3,0.779457,0.780825,502,570,24,72,0.8245243128964057,3.0
599,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame277.txt,3,0.781875,0.783189,485,549,18,69,19.513368983957164,-5.0
600,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame277.txt,8,0.807959,0.810249,286,371,262,332,0.8994708994708993,8.0
601,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame278.txt,8,0.721676,0.724661,316,400,278,344,1.0048348106365832,-5.0
602,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame278.txt,3,0.758527,0.759355,468,528,9,60,0.9819532908704881,-5.0
603,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame279.txt,3,0.677545,0.678412,462,515,5,50,0.7644560601110746,3.0
604,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame279.txt,8,0.717345,0.726983,332,414,287,354,1.893629456458211,-5.0
605,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame280.txt,3,0.501155,0.503387,122,162,72,117,0.8996328029375763,-5.0
606,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame280.txt,8,0.604717,0.609372,355,442,300,366,23.16666666666661,-5.0
607,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame34.txt,7,0.681414,0.785565,20,161,118,229,0.9038461538461539,7.0
608,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame34.txt,7,0.782752,0.793481,386,503,260,338,0.8628583654257593,7.0
610,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame48.txt,3,0.501245,0.583071,185,244,158,208,0.8400263331138904,1.0
611,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame48.txt,3,0.715725,0.717388,500,576,15,66,0.8970727101038714,-5.0
612,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame48.txt,7,0.724343,0.759773,148,270,197,283,0.9463405730972804,7.0
613,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame48.txt,7,0.776841,0.796874,315,419,218,293,0.9807692307692306,7.0
614,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame49.txt,1,0.395897,0.43467,133,213,145,208,0.43650793650793646,1.0
615,390b3133d417e8660afd01c18abd1a19#201102271650_s10_4_frame49.txt,3,0.513403,0.516467,521,599,0,57,0.8700564971751411,-5.0
