img,cls,xmin,xmax,ymin,ymax,class
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame821.txt,,127,310,76,224,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame822.txt,,113,297,63,216,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame823.txt,,77,271,38,203,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame824.txt,,77,271,38,203,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame825.txt,,77,271,38,203,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame826.txt,,61,276,24,195,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame827.txt,,61,276,24,195,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame828.txt,,61,276,24,195,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame829.txt,,59,277,11,176,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame830.txt,,59,277,11,176,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame831.txt,,46,250,1,160,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame832.txt,,46,250,1,160,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame833.txt,,46,234,2,136,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame834.txt,,46,234,2,136,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame835.txt,,46,234,2,136,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame836.txt,,40,220,0,128,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame837.txt,,40,220,0,128,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame838.txt,,34,186,1,94,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame839.txt,,34,186,1,94,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame840.txt,,34,186,1,94,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame841.txt,,31,161,2,70,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame842.txt,,31,161,2,70,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame843.txt,,31,145,2,58,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_1_frame844.txt,,31,145,2,58,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame0.txt,,34,98,192,261,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1.txt,,34,98,192,261,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame10.txt,,2,76,170,252,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1000.txt,,131,213,56,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1000.txt,,180,224,121,206,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1001.txt,,93,197,56,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1001.txt,,162,212,123,216,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1002.txt,,93,197,56,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1002.txt,,162,212,123,216,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1003.txt,,84,188,55,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1003.txt,,142,210,131,216,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1004.txt,,84,188,55,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1004.txt,,142,210,131,216,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1005.txt,,84,188,55,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1005.txt,,142,210,131,216,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1006.txt,,76,165,55,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1006.txt,,142,210,131,216,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1007.txt,,82,166,55,116,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1007.txt,,142,210,131,216,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1008.txt,,64,136,54,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1008.txt,,126,198,146,235,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1009.txt,,64,136,54,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1009.txt,,126,198,146,235,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1010.txt,,64,136,54,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1010.txt,,126,198,146,235,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1011.txt,,56,129,54,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1011.txt,,118,190,147,236,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1012.txt,,56,129,54,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1012.txt,,118,190,147,236,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1013.txt,,56,129,54,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1013.txt,,118,190,147,236,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1014.txt,,56,129,54,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1014.txt,,118,190,147,236,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1015.txt,,56,129,54,117,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1015.txt,,118,190,147,236,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame11.txt,,2,76,170,252,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1128.txt,,58,95,189,275,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1129.txt,,58,95,189,275,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1130.txt,,58,110,189,275,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1131.txt,,58,110,189,275,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1132.txt,,58,110,189,275,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1133.txt,,58,130,186,272,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1134.txt,,58,130,186,272,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1135.txt,,58,130,186,272,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1136.txt,,63,141,185,265,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1137.txt,,63,141,185,265,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1138.txt,,63,141,185,265,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1139.txt,,66,144,183,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1140.txt,,66,150,183,260,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1141.txt,,66,150,183,260,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1142.txt,,66,150,183,260,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1143.txt,,66,150,183,260,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1144.txt,,52,150,180,257,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1145.txt,,52,150,180,257,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1146.txt,,52,150,180,257,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1147.txt,,52,150,180,257,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1148.txt,,52,150,180,257,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1149.txt,,52,150,180,257,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1150.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1151.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1152.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1153.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1154.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1155.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1156.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1157.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1158.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1159.txt,,38,146,186,263,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1160.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1161.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1162.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1163.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1164.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1165.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1166.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1167.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1168.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1169.txt,,35,145,192,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame1170.txt,,32,136,194,271,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame2.txt,,19,98,188,261,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame214.txt,,194,255,50,88,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame215.txt,,194,255,50,88,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame216.txt,,194,255,50,88,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame217.txt,,200,256,50,86,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame218.txt,,200,256,50,86,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame219.txt,,200,256,50,86,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame220.txt,,200,256,50,86,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame221.txt,,216,272,40,77,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame222.txt,,216,272,40,77,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame223.txt,,216,272,38,75,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame224.txt,,221,276,34,71,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame225.txt,,221,276,34,71,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame226.txt,,221,276,34,71,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame227.txt,,225,287,29,67,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame228.txt,,225,287,29,67,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame229.txt,,228,296,22,61,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame230.txt,,228,296,22,61,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame231.txt,,228,296,22,61,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame232.txt,,239,309,13,52,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame233.txt,,239,309,13,52,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame234.txt,,239,309,13,52,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame235.txt,,243,313,12,51,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame236.txt,,243,313,12,51,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame237.txt,,243,313,12,51,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame238.txt,,255,325,6,45,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame239.txt,,255,325,6,45,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame240.txt,,263,345,1,40,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame241.txt,,263,345,1,40,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame242.txt,,271,361,2,34,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame243.txt,,271,361,2,34,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame244.txt,,277,373,0,29,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame245.txt,,277,373,0,29,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame246.txt,,277,373,0,29,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame3.txt,,19,98,188,261,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame341.txt,,9,63,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame341.txt,,5,160,12,174,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame342.txt,,9,63,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame342.txt,,5,160,12,174,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame343.txt,,5,61,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame343.txt,,4,190,12,174,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame344.txt,,5,61,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame344.txt,,4,190,12,174,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame345.txt,,4,60,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame345.txt,,43,214,19,188,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame346.txt,,4,60,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame346.txt,,43,214,19,188,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame347.txt,,4,60,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame347.txt,,43,214,19,188,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame348.txt,,4,60,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame348.txt,,81,232,26,221,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame349.txt,,81,232,26,221,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame349.txt,,4,60,168,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame350.txt,,113,240,33,216,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame350.txt,,2,54,164,250,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame350.txt,,276,349,220,275,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame351.txt,,113,240,33,216,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame351.txt,,2,54,164,250,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame351.txt,,276,349,220,275,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame352.txt,,164,264,55,241,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame352.txt,,1,51,164,250,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame352.txt,,276,349,217,272,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame353.txt,,164,264,56,245,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame353.txt,,1,49,161,247,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame353.txt,,276,349,212,270,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame354.txt,,188,268,69,236,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame354.txt,,1,44,161,247,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame354.txt,,276,349,212,270,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame355.txt,,276,349,212,270,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame355.txt,,188,268,69,236,-4.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame355.txt,,1,44,161,247,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame356.txt,,292,364,212,270,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame357.txt,,292,364,212,270,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame358.txt,,292,364,212,270,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame359.txt,,306,366,215,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame360.txt,,306,366,215,269,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame4.txt,,7,97,185,260,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame5.txt,,7,97,185,260,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame533.txt,,63,113,22,67,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame533.txt,,267,317,102,138,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame533.txt,,6,82,25,134,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame534.txt,,63,113,22,67,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame534.txt,,267,317,102,138,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame534.txt,,6,82,25,134,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame535.txt,,63,113,22,67,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame535.txt,,267,317,102,138,3.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame535.txt,,6,82,25,134,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame536.txt,,4,132,10,124,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame537.txt,,4,132,10,124,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame538.txt,,4,132,10,124,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame539.txt,,5,147,14,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame540.txt,,5,147,14,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame541.txt,,5,147,14,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame542.txt,,6,162,9,117,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame543.txt,,6,162,9,117,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame544.txt,,6,162,9,117,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame545.txt,,49,188,5,119,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame546.txt,,49,188,5,119,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame547.txt,,49,188,5,119,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame548.txt,,63,197,3,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame549.txt,,63,197,3,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame550.txt,,69,203,5,119,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame551.txt,,69,203,5,119,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame552.txt,,69,203,5,119,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame553.txt,,69,203,5,119,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame554.txt,,83,217,3,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame555.txt,,83,217,3,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame556.txt,,83,217,3,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame557.txt,,83,217,2,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame558.txt,,83,217,2,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame559.txt,,83,217,2,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame560.txt,,94,223,6,114,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame561.txt,,94,223,6,114,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame562.txt,,94,223,6,114,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame563.txt,,94,223,6,114,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame564.txt,,94,223,5,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame565.txt,,102,231,0,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame566.txt,,102,231,0,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame567.txt,,102,231,0,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame568.txt,,102,231,0,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame569.txt,,109,239,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame570.txt,,109,239,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame571.txt,,109,239,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame572.txt,,109,239,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame573.txt,,109,244,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame574.txt,,109,244,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame575.txt,,109,244,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame576.txt,,109,244,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame577.txt,,109,248,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame578.txt,,109,248,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame579.txt,,109,248,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame580.txt,,109,248,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame581.txt,,109,248,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame582.txt,,110,258,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame583.txt,,110,258,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame584.txt,,110,258,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame585.txt,,110,258,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame586.txt,,110,258,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame587.txt,,110,258,0,113,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame588.txt,,109,252,0,108,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame589.txt,,109,252,0,108,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame590.txt,,109,252,0,108,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame591.txt,,109,252,0,108,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame592.txt,,110,242,0,111,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame593.txt,,110,242,0,111,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame594.txt,,110,242,0,111,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame595.txt,,115,241,3,114,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame596.txt,,115,241,3,114,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame597.txt,,115,241,3,114,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame598.txt,,117,231,1,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame599.txt,,117,231,1,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame6.txt,,3,99,178,254,0.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame600.txt,,117,231,1,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame601.txt,,117,231,1,116,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame602.txt,,116,217,1,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame603.txt,,116,217,1,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame604.txt,,116,217,1,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame605.txt,,106,206,1,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame606.txt,,106,206,1,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame607.txt,,106,206,1,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame608.txt,,106,206,1,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame609.txt,,103,197,2,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame610.txt,,103,197,2,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame611.txt,,103,197,2,122,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame612.txt,,106,195,1,125,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame613.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame614.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame615.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame616.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame617.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame618.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame619.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame620.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame621.txt,,86,196,3,132,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame622.txt,,84,200,9,138,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame623.txt,,84,200,9,138,-1.0
2a69f2ad271728c99a849d679745492e#201201170710_s3_2_frame624.txt,,84,200,9,138,-1.0
